Component Area,Indicator,Year,County/Region,Numerator,Numerator Label,Rate,Measure Unit,Direction ,Source,
Overdose Deaths,"Overdose deaths involving any drug, age-adjusted rate per 100,000 population",2022,Bronx,888,Deaths,61.9,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any drug, age-adjusted rate per 100,000 population",2022,New York,510,Deaths,28.9,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any drug, age-adjusted rate per 100,000 population",2022,Queens,533,Deaths,21.4,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population",2022,NEW YORK CITY,"2,412",Deaths,28.9,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population",2022,Bronx,762,Deaths,55.1,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population",2022,New York,416,Deaths,26.1,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population",2022,Queens,452,Deaths,19.8,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population - Aged 18-44 years",2022,NEW YORK CITY,958,Deaths,29.9,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population - Aged 18-44 years",2022,Bronx,265,Deaths,51.8,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population - Aged 18-44 years",2022,New York,160,Deaths,22.9,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population - Aged 18-44 years",2022,Queens,219,Deaths,27,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population - Aged 45-64 years",2022,NEW YORK CITY,"1,194",Deaths,58.1,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population - Aged 45-64 years",2022,Bronx,411,Deaths,123.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population - Aged 45-64 years",2022,New York,209,Deaths,55,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, crude rate per 100,000 population - Aged 45-64 years",2022,Queens,195,Deaths,31.8,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"2,412",Deaths,26.7,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, age-adjusted rate per 100,000 population",2022,Bronx,762,Deaths,53.2,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, age-adjusted rate per 100,000 population",2022,New York,416,Deaths,23.6,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving any opioid, age-adjusted rate per 100,000 population",2022,Queens,452,Deaths,18.5,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population",2022,NEW YORK CITY,686,Deaths,8.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population",2022,Bronx,208,Deaths,15.1,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population",2022,New York,112,Deaths,7,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population",2022,Queens,117,Deaths,5.1,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population - Aged 18-44 years",2022,NEW YORK CITY,201,Deaths,6.3,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population - Aged 18-44 years",2022,Bronx,43,Deaths,8.4,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population - Aged 18-44 years",2022,New York,30,Deaths,4.3,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population - Aged 18-44 years",2022,Queens,52,Deaths,6.4,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population - Aged 45-64 years",2022,NEW YORK CITY,371,Deaths,18.1,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population - Aged 45-64 years",2022,Bronx,124,Deaths,37.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population - Aged 45-64 years",2022,New York,63,Deaths,16.6,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, crude rate per 100,000 population - Aged 45-64 years",2022,Queens,50,Deaths,8.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,686,Deaths,7.3,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, age-adjusted rate per 100,000 population",2022,Bronx,208,Deaths,14.1,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, age-adjusted rate per 100,000 population",2022,New York,112,Deaths,6,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving heroin, age-adjusted rate per 100,000 population",2022,Queens,117,Deaths,4.7,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,NEW YORK CITY,"2,370",Deaths,28.4,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,Bronx,751,Deaths,54.3,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,New York,407,Deaths,25.5,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,Queens,442,Deaths,19.4,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,NEW YORK CITY,937,Deaths,29.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,Bronx,260,Deaths,50.8,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,New York,154,Deaths,22,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,Queens,213,Deaths,26.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 45-64 years",2022,NEW YORK CITY,"1,176",Deaths,57.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 45-64 years",2022,Bronx,406,Deaths,121.7,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 45-64 years",2022,New York,206,Deaths,54.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 45-64 years",2022,Queens,191,Deaths,31.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"2,370",Deaths,26.2,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,Bronx,751,Deaths,52.4,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,New York,407,Deaths,23.1,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioid pain relievers (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,Queens,442,Deaths,18.1,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving cocaine, crude rate per 100,000 population",2022,NEW YORK CITY,"1,377",Deaths,16.5,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving cocaine, crude rate per 100,000 population",2022,Bronx,461,Deaths,33.4,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving cocaine, crude rate per 100,000 population",2022,New York,243,Deaths,15.2,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving cocaine, crude rate per 100,000 population",2022,Queens,241,Deaths,10.6,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving cocaine, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"1,377",Deaths,15.2,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving cocaine, age-adjusted rate per 100,000 population",2022,Bronx,461,Deaths,32.3,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving cocaine, age-adjusted rate per 100,000 population",2022,New York,243,Deaths,13.7,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving cocaine, age-adjusted rate per 100,000 population",2022,Queens,241,Deaths,9.7,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving certain psychostimulants (e.g., methamphetamine, MDMA, prescription stimulants), crude rate per 100,000 population",2022,NEW YORK CITY,179,Deaths,2.1,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving certain psychostimulants (e.g., methamphetamine, MDMA, prescription stimulants), crude rate per 100,000 population",2022,Bronx,45,Deaths,3.3,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving certain psychostimulants (e.g., methamphetamine, MDMA, prescription stimulants), crude rate per 100,000 population",2022,New York,33,Deaths,2.1,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving certain psychostimulants (e.g., methamphetamine, MDMA, prescription stimulants), crude rate per 100,000 population",2022,Queens,39,Deaths,1.7,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving certain psychostimulants (e.g., methamphetamine, MDMA, prescription stimulants), age-adjusted rate per 100,000 population",2022,NEW YORK CITY,179,Deaths,2.1,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving certain psychostimulants (e.g., methamphetamine, MDMA, prescription stimulants), age-adjusted rate per 100,000 population",2022,Bronx,45,Deaths,3.6,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving certain psychostimulants (e.g., methamphetamine, MDMA, prescription stimulants), age-adjusted rate per 100,000 population",2022,New York,33,Deaths,2,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving certain psychostimulants (e.g., methamphetamine, MDMA, prescription stimulants), age-adjusted rate per 100,000 population",2022,Queens,39,Deaths,1.7,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving methadone, crude rate per 100,000 population",2022,NEW YORK CITY,322,Deaths,3.9,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving methadone, crude rate per 100,000 population",2022,Bronx,129,Deaths,9.3,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving methadone, crude rate per 100,000 population",2022,New York,48,Deaths,3,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving methadone, crude rate per 100,000 population",2022,Queens,35,Deaths,1.5,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving methadone, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,322,Deaths,3.4,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving methadone, age-adjusted rate per 100,000 population",2022,Bronx,129,Deaths,8.4,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving methadone, age-adjusted rate per 100,000 population",2022,New York,48,Deaths,2.6,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving methadone, age-adjusted rate per 100,000 population",2022,Queens,35,Deaths,1.2,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving synthetic opioids other than methadone (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,NEW YORK CITY,"2,258",Deaths,27.1,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving synthetic opioids other than methadone (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,Bronx,726,Deaths,52.5,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving synthetic opioids other than methadone (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,New York,376,Deaths,23.6,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving synthetic opioids other than methadone (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,Queens,421,Deaths,18.5,Crude death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving synthetic opioids other than methadone (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"2,258",Deaths,24.8,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving synthetic opioids other than methadone (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,Bronx,726,Deaths,50.7,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving synthetic opioids other than methadone (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,New York,376,Deaths,21.4,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving synthetic opioids other than methadone (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,Queens,421,Deaths,17.1,Age-adjusted death rate,Lower rates/percentages are more desirable,Vital Statistics Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioids and nonfatal opioid related hospital events, crude rate per 100,000 population",2022,NEW YORK CITY,"24,252",Numerator,290.9,Crude rate,Lower rates/percentages are more desirable,Vital Statistics and SPARCS Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioids and nonfatal opioid related hospital events, crude rate per 100,000 population",2022,Bronx,"7,522",Numerator,544.4,Crude rate,Lower rates/percentages are more desirable,Vital Statistics and SPARCS Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioids and nonfatal opioid related hospital events, crude rate per 100,000 population",2022,New York,"5,890",Numerator,369.4,Crude rate,Lower rates/percentages are more desirable,Vital Statistics and SPARCS Data as of March 2025, 
Overdose Deaths,"Overdose deaths involving opioids and nonfatal opioid related hospital events, crude rate per 100,000 population",2022,Queens,"3,662",Numerator,160.7,Crude rate,Lower rates/percentages are more desirable,Vital Statistics and SPARCS Data as of March 2025, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population",2022,NEW YORK CITY,"16,067",Emergency Department Visits,192.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population",2022,Bronx,"4,331",Emergency Department Visits,313.4,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population",2022,New York,"3,639",Emergency Department Visits,228.2,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population",2022,Queens,"3,067",Emergency Department Visits,134.6,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 18-24 years",2022,NEW YORK CITY,"1,208",Emergency Department Visits,180.8,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 18-24 years",2022,Bronx,241,Emergency Department Visits,187.2,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 18-24 years",2022,New York,254,Emergency Department Visits,182.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 18-24 years",2022,Queens,329,Emergency Department Visits,199.2,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 25-44 years",2022,NEW YORK CITY,"4,946",Emergency Department Visits,195.1,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 25-44 years",2022,Bronx,"1,127",Emergency Department Visits,294.5,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 25-44 years",2022,New York,"1,144",Emergency Department Visits,204.4,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 25-44 years",2022,Queens,"1,080",Emergency Department Visits,166.9,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 45-64 years",2022,NEW YORK CITY,"5,915",Emergency Department Visits,287.8,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 45-64 years",2022,Bronx,"1,893",Emergency Department Visits,567.3,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 45-64 years",2022,New York,"1,399",Emergency Department Visits,368,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, crude rate per 100,000 population - Aged 45-64 years",2022,Queens,820,Emergency Department Visits,133.9,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"16,067",Emergency Department Visits,184.4,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, age-adjusted rate per 100,000 population",2022,Bronx,"4,331",Emergency Department Visits,301.6,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, age-adjusted rate per 100,000 population",2022,New York,"3,639",Emergency Department Visits,215.4,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any drug overdose, age-adjusted rate per 100,000 population",2022,Queens,"3,067",Emergency Department Visits,134,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population",2022,NEW YORK CITY,"6,777",Emergency Department Visits,81.3,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population",2022,Bronx,"2,046",Emergency Department Visits,148.1,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population",2022,New York,"1,688",Emergency Department Visits,105.9,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population",2022,Queens,"1,012",Emergency Department Visits,44.4,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 18-24 years",2022,NEW YORK CITY,237,Emergency Department Visits,35.5,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 18-24 years",2022,Bronx,43,Emergency Department Visits,33.4,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 18-24 years",2022,New York,54,Emergency Department Visits,38.8,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 18-24 years",2022,Queens,64,Emergency Department Visits,38.8,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 25-44 years ",2022,NEW YORK CITY,"2,195",Emergency Department Visits,86.6,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 25-44 years ",2022,Bronx,529,Emergency Department Visits,138.2,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 25-44 years ",2022,New York,561,Emergency Department Visits,100.3,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 25-44 years ",2022,Queens,405,Emergency Department Visits,62.6,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 45-64 years",2022,NEW YORK CITY,"3,183",Emergency Department Visits,154.9,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
